A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q25: Neighbors: Unmarried couples living together,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q65: Confidence: Armed Forces,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q69: Confidence: The Police,Q70: Confidence: Justice System/Courts,Q71: Confidence: The Government,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q77: Confidence: Major Companies,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q83: Confidence: The United Nations (UN),Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q153: Aims of country: second choice,Q154: Aims of respondent: first choice,Q155: Aims of respondent: second choice,Q156: Most important: first choice,Q157: Most important: second choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,"Q163: The world is better off, or worse off, because of science and technology",Q164: Importance of God
2023,India,IN-MH Maharashtra,Rural,Female,16-24,Marathi,Single,Higher,Lower class,Very important,Very important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree,Disagree,Disagree,Disagree,Disagree,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust completely,Trust somewhat,Quite a lot,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Don't know,7,9,9,9,9,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Making sure this country has strong defence forces,Giving people more say in important government decisions,Giving people more say in important government decisions,A stable economy,Progress toward a less impersonal and more humane  society,Completely agree,Completely agree,Completely agree,A lot better off,Very important
2023,India,IN-TG Telangana,Rural,Female,55-64,Telugu,Widowed,Lower,Lower middle class,Not very important,Very important,Not at all important,Very important,Rather important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Strongly disagree,Disagree,Disagree,Bad thing,Bad thing,Bad thing,Trust completely,Trust completely,Trust completely,Do not trust very much,Do not trust very much,Do not trust at all,A great deal,A great deal,Not very much,Not very much,A great deal,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Don't know,There should be greater incentives for individual effort,Government ownership of business should be increased,4,Competition is harmful,6,Protecting environment,Don't know,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,The fight against crime,Progress toward a less impersonal and more humane  society,6,6,7,6,Very important
2023,India,IN-MH Maharashtra,Rural,Female,35-44,Marathi,Living together as married,Lower,Lower middle class,Rather important,Rather important,Rather important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Agree strongly,Disagree,Agree,Disagree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,A great deal,A great deal,Quite a lot,A great deal,Not very much,Quite a lot,Quite a lot,Don't know,Quite a lot,Don't know,A great deal,Not very much,A great deal,A great deal,Quite a lot,Don't know,9,Government ownership of business should be increased,4,Competition is good,8,Other answer,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,A stable economy,Progress toward a less impersonal and more humane  society,Completely agree,Completely disagree,Completely disagree,8,Very important
2023,India,IN-TG Telangana,Rural,Female,25-34,Telugu,Living together as married,Middle,Upper middle class,Rather important,Very important,Not at all important,Very important,Rather important,Mentioned,Mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Don't know,Don't mind,Bad thing,Good thing,Trust completely,Trust completely,Trust completely,Trust somewhat,Trust completely,Trust somewhat,Quite a lot,A great deal,Not very much,Not very much,Don't know,A great deal,A great deal,A great deal,Not very much,Not very much,A great deal,A great deal,Don't know,None at all,Don't know,Don't know,9,5,5,Competition is good,3,Protecting environment,Yes,Trying to make our cities and countryside more beautiful,Making sure this country has strong defence forces,Maintaining order in the nation,Protecting freedom of speech,Progress toward a less impersonal and more humane society,Progress toward a society in which Ideas count more than money,8,8,8,7,7
2023,India,IN-MH Maharashtra,Urban,Female,45-54,Other,Married,Lower,Lower class,Very important,Very important,Very important,Rather important,Very important,Mentioned,Don't know,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree,Agree,Agree strongly,Disagree,Agree,Good thing,Good thing,Don't mind,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Don't know,Don't know,A great deal,Quite a lot,A great deal,A great deal,None at all,Not very much,A great deal,Not very much,Not very much,Not very much,Don't know,Don't know,Don't know,Don't know,A great deal,Don't know,4,Government ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is harmful,Hard work doesn't generally bring success - it's more a matter of luck and connections,Don't know,No,Trying to make our cities and countryside more beautiful,Seeing that people have more say about how  are done at their jobs and in their communities,Fighting rising prices,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,Progress toward a less impersonal and more humane  society,Completely agree,Completely disagree,Completely agree,Don't know,Very important
2023,India,IN-MH Maharashtra,Rural,Male,25-34,Marathi,Married,Middle,Working class,Very important,Very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Disagree,Agree strongly,Bad thing,Good thing,Bad thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,4,3,4,4,4,Economy growth and creating jobs,Yes,Trying to make our cities and countryside more beautiful,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,A stable economy,9,9,8,9,8
2023,India,IN-TG Telangana,Rural,Female,35-44,Telugu,Married,Lower,Lower middle class,Very important,Rather important,Not at all important,Very important,Don't know,Mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Strongly disagree,Strongly disagree,Agree strongly,Agree strongly,Good thing,Good thing,Good thing,Trust completely,Trust completely,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,A great deal,A great deal,A great deal,A great deal,Don't know,A great deal,A great deal,A great deal,None at all,Don't know,None at all,None at all,Don't know,Don't know,Don't know,Don't know,There should be greater incentives for individual effort,Government ownership of business should be increased,6,Competition is harmful,"In the long run, hard work usually brings a better life",Don't know,No,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Completely agree,Completely agree,Don't know,7,Very important
2023,India,IN-MH Maharashtra,Rural,Male,35-44,Marathi,Widowed,Lower,Working class,Very important,Very important,Not at all important,Not at all important,Not at all important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree strongly,Disagree,Agree strongly,Agree,Good thing,Bad thing,Good thing,Trust completely,Do not trust very much,Trust somewhat,Trust somewhat,Do not trust at all,Trust somewhat,A great deal,Not very much,A great deal,Not very much,A great deal,A great deal,Not very much,Quite a lot,Not very much,Quite a lot,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,7,3,8,3,8,Protecting environment,No,Making sure this country has strong defence forces,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,A stable economy,9,9,9,A lot better off,8
2023,India,IN-MH Maharashtra,Rural,Male,16-24,Marathi,Single,Middle,Lower middle class,Very important,Very important,Very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Agree,Agree,Agree,Agree,Agree,Good thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Quite a lot,3,2,8,3,9,Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Maintaining order in the nation,A stable economy,Progress toward a less impersonal and more humane  society,8,9,Completely agree,8,7
2023,India,IN-MH Maharashtra,Rural,Female,45-54,Marathi,Married,Lower,Lower middle class,Very important,Very important,Rather important,Very important,Rather important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree,Disagree,Disagree,Disagree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Quite a lot,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,Quite a lot,Quite a lot,A great deal,Quite a lot,Don't know,9,9,9,9,8,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,A high level of economic growth,Maintaining order in the nation,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,A stable economy,9,9,4,9,6
2023,India,IN-MH Maharashtra,Rural,Female,25-34,Marathi,Married,Lower,Working class,Rather important,Very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Don't know,Not mentioned,Don't know,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Strongly disagree,Disagree,Disagree,Agree strongly,Bad thing,Don't mind,Don't mind,Trust completely,Do not trust very much,Trust somewhat,Do not trust at all,Trust somewhat,Do not trust at all,A great deal,A great deal,Quite a lot,Don't know,Don't know,A great deal,Quite a lot,Not very much,Not very much,Not very much,Quite a lot,Not very much,Don't know,A great deal,Quite a lot,Don't know,7,6,8,4,7,Protecting environment,Don't know,Making sure this country has strong defence forces,A high level of economic growth,Fighting rising prices,Giving people more say in important government decisions,A stable economy,Progress toward a less impersonal and more humane  society,7,9,Completely agree,9,Very important
2023,India,IN-MH Maharashtra,Urban,Male,25-34,Marathi,Married,Higher,Upper middle class,Very important,Very important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree,Good thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust at all,Trust somewhat,Trust somewhat,A great deal,A great deal,A great deal,Quite a lot,Don't know,A great deal,A great deal,A great deal,None at all,A great deal,Quite a lot,Don't know,Don't know,Don't know,Don't know,Don't know,7,7,7,7,7,Economy growth and creating jobs,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Seeing that people have more say about how  are done at their jobs and in their communities,Protecting freedom of speech,Giving people more say in important government decisions,Progress toward a society in which Ideas count more than money,Progress toward a less impersonal and more humane  society,8,8,8,7,8
2023,India,IN-TG Telangana,Rural,Male,16-24,Telugu,Single,Middle,Lower middle class,Very important,Very important,Not at all important,Very important,Not at all important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Good thing,Good thing,Bad thing,Do not trust very much,Do not trust very much,Trust completely,Do not trust at all,Trust completely,Trust completely,None at all,A great deal,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Don't know,There should be greater incentives for individual effort,Government ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is harmful,"In the long run, hard work usually brings a better life",Protecting environment,Yes,Trying to make our cities and countryside more beautiful,Seeing that people have more say about how  are done at their jobs and in their communities,Protecting freedom of speech,Fighting rising prices,The fight against crime,A stable economy,Completely agree,Completely agree,Completely agree,A lot better off,Not at all important
2023,India,IN-MH Maharashtra,Urban,Female,45-54,Marathi,Widowed,Lower,Lower class,Very important,Very important,Very important,Very important,Very important,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Good thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,Not very much,Quite a lot,Not very much,Quite a lot,Not very much,A great deal,A great deal,None at all,None at all,Not very much,Not very much,Quite a lot,None at all,Quite a lot,Not very much,None at all,3,4,2,5,3,Economy growth and creating jobs,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,Progress toward a less impersonal and more humane  society,Completely disagree,3,2,4,2
2023,India,IN-TG Telangana,Rural,Male,16-24,Other,Single,Middle,Lower middle class,Very important,Rather important,Rather important,Rather important,Rather important,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Agree strongly,Disagree,Agree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Don't know,Trust somewhat,Trust somewhat,Quite a lot,A great deal,Quite a lot,A great deal,Don't know,Quite a lot,Don't know,Not very much,None at all,Not very much,Not very much,Don't know,Quite a lot,Not very much,Don't know,Quite a lot,8,7,8,6,4,Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Giving people more say in important government decisions,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,Progress toward a society in which Ideas count more than money,8,3,5,9,7
2023,India,IN-MH Maharashtra,Rural,Female,45-54,Marathi,Married,Higher,Lower class,Very important,Very important,Very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Good thing,Good thing,Good thing,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,Not very much,There should be greater incentives for individual effort,Government ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is good,"In the long run, hard work usually brings a better life",Don't know,No,A high level of economic growth,A high level of economic growth,Maintaining order in the nation,Maintaining order in the nation,A stable economy,Progress toward a less impersonal and more humane  society,Completely agree,Completely agree,Completely agree,A lot better off,Very important
2023,India,IN-TG Telangana,Rural,Male,16-24,Telugu,Single,Middle,Upper middle class,Very important,Very important,Not at all important,Very important,Not at all important,Mentioned,Not mentioned,Mentioned,Not mentioned,Don't know,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Strongly disagree,Agree,Disagree,Don't know,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust at all,Trust somewhat,Do not trust at all,A great deal,A great deal,Quite a lot,Quite a lot,A great deal,A great deal,A great deal,A great deal,Not very much,Quite a lot,A great deal,A great deal,Not very much,Quite a lot,Not very much,Don't know,There should be greater incentives for individual effort,Private ownership of business should be increased,9,Competition is harmful,"In the long run, hard work usually brings a better life",Other answer,Yes,Making sure this country has strong defence forces,A high level of economic growth,Fighting rising prices,Protecting freedom of speech,The fight against crime,A stable economy,Completely agree,Completely agree,9,5,Very important
2023,India,IN-MH Maharashtra,Rural,Female,35-44,Marathi,Married,Lower,Lower middle class,Very important,Very important,Not at all important,Rather important,Not very important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Disagree,Agree,Strongly disagree,Bad thing,Good thing,Don't mind,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust at all,Do not trust at all,A great deal,Quite a lot,Not very much,A great deal,Not very much,None at all,None at all,None at all,None at all,None at all,Don't know,Don't know,None at all,None at all,None at all,Don't know,9,8,3,Competition is good,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Giving people more say in important government decisions,Maintaining order in the nation,Progress toward a society in which Ideas count more than money,Progress toward a less impersonal and more humane  society,Completely agree,Completely agree,5,A lot better off,Very important
2023,India,IN-TG Telangana,Rural,Female,25-34,Telugu,Married,Middle,Lower middle class,Not at all important,Rather important,Not at all important,Very important,Not very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Strongly disagree,Disagree,Agree,Bad thing,Bad thing,Bad thing,Trust completely,Trust completely,Trust completely,Do not trust very much,Trust somewhat,Do not trust at all,A great deal,A great deal,Not very much,Not very much,Quite a lot,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,A great deal,A great deal,A great deal,Don't know,There should be greater incentives for individual effort,6,6,Competition is harmful,4,Protecting environment,Don't know,Trying to make our cities and countryside more beautiful,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,Fighting rising prices,Progress toward a less impersonal and more humane society,The fight against crime,5,5,8,7,Very important
2023,India,IN-MH Maharashtra,Rural,Female,45-54,Bengali; Bangla,Married,Middle,Lower middle class,Very important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Don't know,Don't know,Not mentioned,Not mentioned,Agree strongly,Agree,Agree,Agree,Agree,Good thing,Good thing,Don't mind,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust at all,Don't know,A great deal,A great deal,A great deal,Not very much,A great deal,Not very much,A great deal,A great deal,A great deal,Quite a lot,Quite a lot,Don't know,A great deal,A great deal,Not very much,Don't know,7,Government ownership of business should be increased,People should take more responsibility to provide for themselves,Don't know,Hard work doesn't generally bring success - it's more a matter of luck and connections,Don't know,No,Making sure this country has strong defence forces,Seeing that people have more say about how  are done at their jobs and in their communities,Fighting rising prices,Maintaining order in the nation,A stable economy,The fight against crime,Completely agree,Completely agree,Completely agree,Don't know,Don't know
2023,India,IN-MH Maharashtra,Rural,Male,35-44,Marathi,Married,Middle,Working class,Very important,Very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Strongly disagree,Disagree,Agree strongly,Bad thing,Good thing,Bad thing,Trust completely,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Not very much,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,4,8,5,5,4,Economy growth and creating jobs,Yes,Trying to make our cities and countryside more beautiful,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,A stable economy,Completely agree,9,8,8,8
2023,India,IN-MH Maharashtra,Rural,Female,45-54,Marathi,Married,Middle,Lower middle class,Very important,Very important,Very important,Very important,Rather important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree,Disagree,Disagree,Disagree,Disagree,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Don't know,A great deal,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,Quite a lot,Not very much,Quite a lot,Quite a lot,Don't know,8,8,8,9,9,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Trying to make our cities and countryside more beautiful,Maintaining order in the nation,Fighting rising prices,A stable economy,Progress toward a less impersonal and more humane  society,Completely agree,8,5,8,9
2023,India,IN-MH Maharashtra,Rural,Male,45-54,Marathi,Widowed,Lower,Working class,Very important,Rather important,Very important,Very important,Very important,Mentioned,Not mentioned,Don't know,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Agree strongly,Agree,Agree strongly,Disagree,Agree strongly,Don't mind,Don't mind,Don't mind,Trust completely,Trust completely,Trust completely,Do not trust very much,Trust somewhat,Trust somewhat,A great deal,None at all,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,Quite a lot,None at all,A great deal,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,There should be greater incentives for individual effort,8,4,9,4,Economy growth and creating jobs,No,Making sure this country has strong defence forces,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,A stable economy,A stable economy,5,8,4,4,4
2023,India,IN-TG Telangana,Rural,Female,55-64,Telugu,Widowed,Lower,Upper middle class,Very important,Rather important,Not very important,Very important,Rather important,Mentioned,Mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Good thing,Bad thing,Good thing,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,Trust completely,A great deal,Don't know,None at all,None at all,Don't know,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Quite a lot,A great deal,A great deal,Don't know,Don't know,Don't know,Don't know,5,5,4,8,8,Protecting environment,Don't know,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,A stable economy,Progress toward a less impersonal and more humane  society,7,8,Don't know,7,3
2023,India,IN-TG Telangana,Rural,Female,65 and more years,Telugu,Widowed,Lower,Lower class,Rather important,Not very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Don't know,Not mentioned,Not mentioned,Mentioned,Not mentioned,Don't know,Strongly disagree,Strongly disagree,Strongly disagree,Agree strongly,Don't mind,Good thing,Good thing,Trust completely,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust at all,Do not trust at all,A great deal,A great deal,Don't know,Don't know,Don't know,A great deal,A great deal,A great deal,Quite a lot,Don't know,A great deal,Don't know,Don't know,Don't know,Don't know,Don't know,There should be greater incentives for individual effort,5,The government should take more responsibility to ensure that everyone is provided for,Competition is good,5,Protecting environment,No,Trying to make our cities and countryside more beautiful,Making sure this country has strong defence forces,Maintaining order in the nation,Protecting freedom of speech,Progress toward a society in which Ideas count more than money,The fight against crime,7,8,Don't know,7,Very important
2023,India,IN-TG Telangana,Urban,Male,16-24,Telugu,Single,Higher,Lower middle class,Very important,Very important,Not very important,Rather important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Disagree,Disagree,Bad thing,Good thing,Don't mind,Trust completely,Trust somewhat,Do not trust very much,Do not trust at all,Do not trust very much,Do not trust very much,A great deal,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,Quite a lot,Quite a lot,Not very much,Quite a lot,A great deal,Not very much,Quite a lot,Quite a lot,Quite a lot,Don't know,Incomes should be made more equal,Private ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is good,"In the long run, hard work usually brings a better life",Protecting environment,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Making sure this country has strong defence forces,Maintaining order in the nation,Fighting rising prices,A stable economy,Progress toward a society in which Ideas count more than money,Completely agree,Completely agree,8,8,Very important
2023,India,IN-MH Maharashtra,Rural,Male,35-44,Marathi,Married,Lower,Working class,Very important,Rather important,Not at all important,Very important,Very important,Mentioned,Mentioned,Don't know,Mentioned,Don't know,Mentioned,Mentioned,Mentioned,Mentioned,Agree strongly,Disagree,Agree,Agree,Agree,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust somewhat,Do not trust at all,Do not trust at all,Do not trust at all,A great deal,A great deal,A great deal,Quite a lot,A great deal,A great deal,A great deal,A great deal,None at all,A great deal,A great deal,A great deal,A great deal,A great deal,Not very much,Don't know,Incomes should be made more equal,Private ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,2,9,Protecting environment,Yes,Trying to make our cities and countryside more beautiful,Making sure this country has strong defence forces,Protecting freedom of speech,Giving people more say in important government decisions,Progress toward a less impersonal and more humane society,Progress toward a society in which Ideas count more than money,Completely disagree,Completely agree,Completely disagree,9,8
2023,India,IN-MH Maharashtra,Rural,Female,45-54,Marathi,Living together as married,Middle,Upper middle class,Very important,Not very important,Not very important,Very important,Very important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Agree strongly,Agree strongly,Disagree,Agree strongly,Disagree,Bad thing,Good thing,Bad thing,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,A great deal,A great deal,Not very much,Not very much,Quite a lot,Quite a lot,Not very much,None at all,None at all,None at all,Quite a lot,Quite a lot,Not very much,Not very much,Not very much,None at all,9,9,People should take more responsibility to provide for themselves,Competition is harmful,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Making sure this country has strong defence forces,Maintaining order in the nation,Giving people more say in important government decisions,A stable economy,Progress toward a less impersonal and more humane  society,5,5,7,7,Very important
2023,India,IN-MH Maharashtra,Urban,Male,35-44,Marathi,Married,Higher,Upper middle class,Very important,Very important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Agree strongly,Disagree,Don't know,Good thing,Good thing,Bad thing,Trust completely,Trust completely,Trust completely,Do not trust at all,Trust completely,Trust somewhat,A great deal,A great deal,A great deal,Quite a lot,Don't know,A great deal,A great deal,Quite a lot,Don't know,A great deal,Don't know,None at all,None at all,Quite a lot,None at all,Not very much,7,6,6,6,6,Economy growth and creating jobs,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Seeing that people have more say about how  are done at their jobs and in their communities,Giving people more say in important government decisions,Giving people more say in important government decisions,Progress toward a society in which Ideas count more than money,Don't know,6,6,6,6,8
