A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,Q260: Sex,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q287: Social class (subjective),Q2: Important in life: Friends,Q3: Important in life: Leisure time,Q4: Important in life: Politics,Q5: Important in life: Work,Q6: Important in life: Religion,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q20: Neighbors: People who have AIDS,Q21: Neighbors: Immigrants/foreign workers,Q22: Neighbors: Homosexuals,Q23: Neighbors: People of a different religion,Q24: Neighbors: Heavy drinkers,Q26: Neighbors: People who speak a different language,Q27: One of main goals in life has been to make my parents proud,Q29: Men make better political leaders than women do,Q30: University is more important for a boy than for a girl,Q31: Men make better business executives than women do,Q32: Being a housewife just as fulfilling,Q33: Jobs scarce: Men should have more right to a job than women,Q34: Jobs scarce: Employers should give priority to (nation) people than immigrants,Q43: Future changes: Less importance placed on work,Q44: Future changes: More emphasis on technology,Q45: Future changes: Greater respect for authority,Q58: Trust: Your family,Q59: Trust: Your neighborhood,Q60: Trust: People you know personally,Q61: Trust: People you meet for the first time,Q62: Trust: People of another religion,Q63: Trust: People of another nationality,Q64: Confidence: Churches,Q66: Confidence: The Press,Q67: Confidence: Television,Q68: Confidence: Labor Unions,Q72: Confidence: The Political Parties,Q73: Confidence: Parliament,Q74: Confidence: The Civil Services,Q77: Confidence: Major Companies,Q79: Confidence: The Environmental Protection Movement,Q80: Confidence: The Women's Movement,Q81: Confidence: Charitable or humanitarian organizations,Q83: Confidence: The United Nations (UN),Q106: Incomes should be made more equal vs There should be greater incentives for individual effort,Q107: Private vs state ownership of business,Q108: Government's vs individual's responsibility,Q109: Competition good or harmful,Q110: Success: hard work vs luck,Q111: Protecting environment vs. Economic growth,Q151: Willingness to fight for country,Q152: Aims of country: first choice,Q154: Aims of respondent: first choice,"Q158: Science and technology are making our lives healthier, easier, and more comfortable","Q159: Because of science and technology, there will be more opportunities for the next generation",Q160: We depend too much on science and not enough on faith,"Q163: The world is better off, or worse off, because of science and technology",Q164: Importance of God,Q177: Justifiable: Claiming government benefits to which you are not entitled,Q178: Justifiable: Avoiding a fare on public transport,Q180: Justifiable: Cheating on taxes,Q181: Justifiable: Someone accepting a bribe in the course of their duties,Q184: Justifiable: Abortion,Q185: Justifiable: Divorce,Q187: Justifiable: Suicide,Q189: Justifiable: For a man to beat his wife,Q235: Political system: Having a strong leader who does not have to bother with parliament and elections,"Q236: Political system: Having experts, not government, make decisions according to what they think is best for the country",Q238: Political system: Having a democratic political system,Q241: Democracy: Governments tax the rich and subsidize the poor,Q242: Democracy: Religious authorities interpret the laws,Q243: Democracy: People choose their leaders in free elections,Q244: Democracy: People receive state aid for unemployment,Q246: Democracy: Civil rights protect people’s liberty against oppression,Q249: Democracy: Women have the same rights as men,Q250: Importance of democracy,Q251: How democratically is this country being governed today,Q253: Respect for individual human rights nowadays,Q254: National pride
2018,Egypt,EG-GZ Giza,Rural,Female,35-44,Arabic,Single,Higher,Lower middle class,Very important,Not very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Bad thing,Good thing,Don't know,Trust completely,Trust somewhat,Trust completely,Trust somewhat,Trust somewhat,Trust somewhat,A great deal,None at all,None at all,None at all,None at all,None at all,None at all,Not very much,Quite a lot,Quite a lot,A great deal,Don't know,There should be greater incentives for individual effort,6,6,7,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,A high level of economic growth,Maintaining order in the nation,Completely agree,Completely agree,5,A lot better off,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly Bad,Don't know,Very good,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Absolutely important,4,Not much respect,Very proud
2018,Egypt,EG-GZ Giza,Rural,Male,55-64,Arabic,Single,Lower,Lower class,Very important,Not very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Don't know,Agree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Don't know,Don't know,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,4,5,The government should take more responsibility to ensure that everyone is provided for,Competition is good,"In the long run, hard work usually brings a better life",Don't know,No,A high level of economic growth,Maintaining order in the nation,Completely agree,Completely agree,5,6,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Don't know,Don't know,Very good,An essential characteristic of democracy,5,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Absolutely important,No answer,Not much respect,Not very proud
2018,Egypt,EG-GZ Giza,Rural,Female,45-54,Arabic,Married,Higher,Lower middle class,Very important,Rather important,Rather important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Strongly disagree,Disagree,Agree strongly,Neither agree nor disagree,Agree strongly,Bad thing,Bad thing,Don't mind,Trust completely,Trust somewhat,Trust completely,Do not trust very much,Trust somewhat,Do not trust at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,Don't know,None at all,Don't know,Quite a lot,Don't know,8,8,3,Competition is good,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Maintaining order in the nation,Completely agree,9,2,9,Very important,Never justifiable,Never justifiable,3,Never justifiable,Never justifiable,5,Never justifiable,Never justifiable,Don't know,Fairly good,Very good,An essential characteristic of democracy,3,An essential characteristic of democracy,9,An essential characteristic of democracy,9,Absolutely important,Not at all democratic,No respect at all,Very proud
2018,Egypt,EG-GZ Giza,Rural,Female,55-64,Arabic,Married,Higher,Lower middle class,Not very important,Very important,Not very important,Not at all important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Strongly disagree,Agree,Agree,Agree strongly,Agree strongly,Bad thing,Good thing,Bad thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Trust somewhat,Do not trust at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,9,8,8,5,Hard work doesn't generally bring success - it's more a matter of luck and connections,Protecting environment,Yes,Making sure this country has strong defence forces,Fighting rising prices,9,Completely agree,2,A lot worse off,Very important,3,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,Never justifiable,Fairly good,Fairly good,Very good,9,4,An essential characteristic of democracy,3,An essential characteristic of democracy,7,Absolutely important,Not at all democratic,No respect at all,Very proud
2018,Egypt,EG-GZ Giza,Rural,Female,16-24,Arabic,Married,Middle,Working class,Rather important,Rather important,Not at all important,Not very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree strongly,Disagree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,Do not trust very much,A great deal,None at all,None at all,Don't know,Don't know,None at all,Not very much,Don't know,Don't know,None at all,Quite a lot,Don't know,5,Government ownership of business should be increased,5,2,"In the long run, hard work usually brings a better life",Don't know,Yes,A high level of economic growth,Maintaining order in the nation,7,4,Completely disagree,5,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,5,Don't know,Don't know,Very good,8,Don't know,An essential characteristic of democracy,Not an essential characteristic of democracy,Don't know,6,Don't know,Don't know,Fairly much  respect,Quite proud
2018,Egypt,EG-GZ Giza,Rural,Female,25-34,Arabic,Single,Higher,Working class,Rather important,Rather important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Bad thing,Good thing,Don't know,Trust completely,Don't know,Trust somewhat,Do not trust very much,Do not trust very much,Trust somewhat,A great deal,Not very much,Not very much,Don't know,Not very much,None at all,Not very much,Quite a lot,Don't know,Not very much,Quite a lot,Not very much,7,6,2,2,7,Other answer,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Giving people more say in important government decisions,7,7,6,A lot better off,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,8,Never justifiable,Never justifiable,Very bad,Very good,Very good,9,It is against democracy (spontaneous),An essential characteristic of democracy,Not an essential characteristic of democracy,8,9,Absolutely important,No answer,No respect at all,Quite proud
2018,Egypt,EG-GZ Giza,Rural,Female,45-54,Arabic,Married,Middle,Working class,Very important,Not very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Disagree,Agree,Agree,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Trust completely,Trust completely,Do not trust very much,Do not trust very much,Do not trust very much,Not very much,Not very much,None at all,None at all,None at all,None at all,None at all,Quite a lot,Don't know,Don't know,Don't know,None at all,Incomes should be made more equal,Private ownership of business should be increased,The government should take more responsibility to ensure that everyone is provided for,Competition is good,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Don't know,A high level of economic growth,Fighting rising prices,Completely agree,Completely agree,6,A lot better off,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,No answer,No answer,No answer,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Absolutely important,5,Don't know,Quite proud
2018,Egypt,EG-GZ Giza,Rural,Male,25-34,Arabic,Married,Middle,Working class,Very important,Rather important,Not very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Don't mind,Don't mind,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Not very much,Not very much,Not very much,Don't know,Don't know,None at all,None at all,Don't know,Don't know,Don't know,None at all,None at all,5,4,The government should take more responsibility to ensure that everyone is provided for,Competition is good,"In the long run, hard work usually brings a better life",Don't know,Yes,A high level of economic growth,Maintaining order in the nation,Don't know,5,5,6,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Don't know,Fairly good,Very good,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,5,Absolutely important,5,Don't know,Quite proud
2018,Egypt,EG-GZ Giza,Rural,Male,35-44,Arabic,Married,Middle,Lower middle class,Rather important,Not very important,Rather important,Rather important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Agree,Disagree,Disagree,Disagree,Agree,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust very much,Trust somewhat,Trust somewhat,A great deal,None at all,None at all,Not very much,None at all,None at all,Not very much,Quite a lot,None at all,Quite a lot,Quite a lot,None at all,8,4,5,3,3,Protecting environment,Yes,A high level of economic growth,Maintaining order in the nation,5,6,5,5,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,4,5,Never justifiable,Never justifiable,Fairly Bad,Very good,Very good,An essential characteristic of democracy,6,8,6,3,6,9,5,Not much respect,Very proud
2018,Egypt,EG-GZ Giza,Rural,Male,55-64,Arabic,Married,Lower,Working class,Rather important,Rather important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Strongly disagree,Agree strongly,Agree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Do not trust very much,Trust completely,Trust completely,Do not trust very much,Do not trust very much,Trust somewhat,A great deal,None at all,None at all,Not very much,None at all,None at all,None at all,Quite a lot,Not very much,Not very much,A great deal,Not very much,3,7,2,3,9,Protecting environment,Yes,A high level of economic growth,Fighting rising prices,6,7,5,3,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,6,Never justifiable,Never justifiable,Fairly Bad,Very good,Very good,An essential characteristic of democracy,8,8,5,5,5,9,3,Not much respect,Very proud
2018,Egypt,EG-GZ Giza,Rural,Male,45-54,Arabic,Divorced,Lower,Lower middle class,Very important,Rather important,Not at all important,Very important,Very important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust at all,Trust completely,Do not trust very much,Not very much,Not very much,Not very much,None at all,None at all,Don't know,Not very much,Don't know,None at all,A great deal,Don't know,Don't know,9,Don't -9:-2,2,5,"In the long run, hard work usually brings a better life",Don't know,Yes,Don't know,Maintaining order in the nation,Completely agree,Completely agree,Completely agree,5,Very important,Never justifiable,Never justifiable,2,Never justifiable,Never justifiable,7,Never justifiable,Never justifiable,Don't know,Don't know,Don't know,9,Don't know,An essential characteristic of democracy,5,Don't know,2,Absolutely important,Don't know,Not much respect,Very proud
2018,Egypt,EG-GZ Giza,Rural,Female,45-54,Arabic,Separated,Middle,Working class,Rather important,Very important,Very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Disagree,Strongly disagree,Disagree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Do not trust very much,Do not trust very much,Not very much,Not very much,Not very much,Don't know,Don't know,Don't know,None at all,Don't know,None at all,Don't know,Don't know,Don't know,9,5,2,Competition is good,"In the long run, hard work usually brings a better life",Other answer,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,Completely agree,Completely agree,8,8,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,Never justifiable,Fairly good,Fairly bad,Very good,9,9,An essential characteristic of democracy,2,Don't know,9,Absolutely important,5,Not much respect,Very proud
2018,Egypt,EG-GZ Giza,Rural,Male,35-44,Arabic,Married,Middle,Working class,Rather important,Not very important,Very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Don't mind,Don't mind,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Trust somewhat,Don't know,Quite a lot,None at all,None at all,Don't know,Don't know,None at all,None at all,Don't know,Don't know,Don't know,Don't know,Don't know,7,5,The government should take more responsibility to ensure that everyone is provided for,Competition is good,"In the long run, hard work usually brings a better life",Don't know,Yes,A high level of economic growth,Maintaining order in the nation,5,7,5,5,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,Never justifiable,Don't know,Don't know,Very good,An essential characteristic of democracy,3,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Absolutely important,4,Not much respect,Quite proud
2018,Egypt,EG-GZ Giza,Rural,Female,45-54,Arabic,Married,Lower,Working class,Rather important,Not very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Don't know,Disagree,Don't know,Agree strongly,Agree strongly,Agree strongly,Bad thing,Don't mind,Don't mind,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Trust somewhat,Don't know,Not very much,None at all,None at all,Don't know,Don't know,Don't know,None at all,Don't know,Don't know,Don't know,Don't know,Don't know,5,5,The government should take more responsibility to ensure that everyone is provided for,Competition is good,"In the long run, hard work usually brings a better life",Don't know,Yes,A high level of economic growth,Maintaining order in the nation,Don't know,5,6,6,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,3,Never justifiable,Never justifiable,Don't know,Don't know,Very good,8,8,8,6,An essential characteristic of democracy,5,Absolutely important,2,Don't know,Quite proud
2018,Egypt,EG-GZ Giza,Rural,Male,16-24,Arabic,Single,Lower,Working class,Very important,Rather important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree,Agree,Agree,Disagree,Disagree,Agree strongly,Agree strongly,Bad thing,Good thing,Don't know,Trust completely,Trust somewhat,Trust completely,Do not trust very much,Trust somewhat,Do not trust very much,A great deal,Not very much,Not very much,Don't know,None at all,None at all,Not very much,Quite a lot,Don't know,Don't know,Quite a lot,None at all,7,7,3,5,6,Economy growth and creating jobs,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Fighting rising prices,Completely agree,Completely agree,7,9,Very important,Never justifiable,3,3,Never justifiable,Never justifiable,7,Never justifiable,5,Very bad,Don't know,Very good,8,Don't know,An essential characteristic of democracy,It is against democracy (spontaneous),Don't know,7,Absolutely important,No answer,Not much respect,Quite proud
2018,Egypt,EG-GZ Giza,Rural,Male,35-44,Arabic,Married,Middle,Working class,Very important,Not very important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Mentioned,Agree strongly,Agree strongly,Strongly disagree,Agree,Disagree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,A great deal,Not very much,Not very much,Not very much,Not very much,Not very much,Quite a lot,Quite a lot,None at all,Not very much,Quite a lot,Not very much,5,7,4,Competition is good,2,Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,8,8,4,8,Very important,Never justifiable,4,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,4,Very bad,Fairly good,Very good,9,It is against democracy (spontaneous),An essential characteristic of democracy,2,7,An essential characteristic of democracy,Absolutely important,No answer,Not much respect,Quite proud
2018,Egypt,EG-GZ Giza,Rural,Male,35-44,Arabic,Married,Middle,Working class,Rather important,Not very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Disagree,Agree strongly,Agree,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Do not trust very much,Trust completely,Do not trust very much,Trust somewhat,Do not trust very much,A great deal,None at all,None at all,None at all,None at all,None at all,None at all,Not very much,Quite a lot,Quite a lot,Quite a lot,None at all,5,8,2,7,7,Protecting environment,Yes,A high level of economic growth,Fighting rising prices,6,6,3,7,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,7,Never justifiable,4,Don't know,Fairly good,Fairly good,An essential characteristic of democracy,Don't know,7,8,Don't know,4,9,5,Not much respect,Very proud
2018,Egypt,EG-GZ Giza,Rural,Male,55-64,Arabic,Married,Lower,Lower middle class,Not very important,Rather important,Rather important,Rather important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Disagree,Disagree,Agree,Disagree,Agree strongly,Bad thing,Good thing,Good thing,Trust somewhat,Trust completely,Trust completely,Do not trust very much,Trust somewhat,Do not trust very much,A great deal,None at all,None at all,Not very much,None at all,None at all,Not very much,Quite a lot,Not very much,Not very much,Quite a lot,Not very much,3,7,2,3,8,Protecting environment,Yes,A high level of economic growth,Fighting rising prices,6,6,3,3,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,2,5,Never justifiable,Never justifiable,Fairly Bad,Very good,Very good,An essential characteristic of democracy,7,8,8,6,5,8,5,Not much respect,Very proud
2018,Egypt,EG-GZ Giza,Urban,Male,55-64,Arabic,Separated,Lower,Lower class,Rather important,Not very important,Not at all important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Trust completely,Trust completely,Do not trust very much,Do not trust very much,Do not trust very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,There should be greater incentives for individual effort,Government ownership of business should be increased,People should take more responsibility to provide for themselves,Competition is good,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,Making sure this country has strong defence forces,Maintaining order in the nation,8,Completely agree,Completely disagree,5,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Don't know,Don't know,Very good,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Absolutely important,5,Not much respect,Quite proud
2018,Egypt,EG-GZ Giza,Urban,Male,55-64,Arabic,Widowed,Lower,Lower class,Rather important,Not very important,Very important,Very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Mentioned,Mentioned,Not mentioned,Agree strongly,Disagree,Agree strongly,Agree strongly,Disagree,Agree strongly,Agree strongly,Bad thing,Don't mind,Don't mind,Trust completely,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Don't know,Not very much,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,None at all,There should be greater incentives for individual effort,Government ownership of business should be increased,5,Competition is good,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Maintaining order in the nation,Don't know,Completely agree,5,8,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,Never justifiable,Never justifiable,Don't know,Don't know,Very good,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,Absolutely important,Don't know,Don't know,Quite proud
2018,Egypt,EG-GZ Giza,Urban,Female,55-64,Arabic,Married,Lower,Lower middle class,Not very important,Not very important,Rather important,Not very important,Very important,Mentioned,Not mentioned,Not mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree,Strongly disagree,Agree,Agree,Agree,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust completely,Trust completely,Do not trust very much,Trust somewhat,Do not trust very much,A great deal,Quite a lot,Not very much,Not very much,Not very much,None at all,Quite a lot,Quite a lot,Not very much,Quite a lot,A great deal,Not very much,7,4,5,4,3,Economy growth and creating jobs,Yes,A high level of economic growth,Maintaining order in the nation,9,7,7,2,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,7,Never justifiable,Never justifiable,Fairly Bad,Very good,Very good,An essential characteristic of democracy,8,8,7,6,8,Absolutely important,6,Fairly much  respect,Very proud
2018,Egypt,EG-GZ Giza,Urban,Male,35-44,Arabic,Married,Lower,Working class,Rather important,Not very important,Rather important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree,Agree,Agree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Good thing,Trust completely,Trust somewhat,Trust somewhat,Do not trust very much,Trust somewhat,Do not trust very much,Quite a lot,None at all,None at all,None at all,None at all,None at all,None at all,Not very much,Not very much,Don't know,Quite a lot,Don't know,8,7,2,4,8,Protecting environment,Yes,A high level of economic growth,Fighting rising prices,6,6,5,5,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,5,5,Never justifiable,5,Don't know,Fairly good,Fairly good,An essential characteristic of democracy,7,7,9,Don't know,5,8,3,No respect at all,Not very proud
2018,Egypt,EG-GZ Giza,Urban,Female,25-34,Arabic,Married,Middle,Lower middle class,Very important,Rather important,Not very important,Not at all important,Very important,Mentioned,Mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Strongly disagree,Strongly disagree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Bad thing,Good thing,Trust completely,Trust completely,Trust somewhat,Do not trust very much,Trust completely,Do not trust very much,A great deal,Quite a lot,Quite a lot,Don't know,Don't know,Don't know,Quite a lot,Don't know,Don't know,Don't know,Don't know,Don't know,8,7,8,9,"In the long run, hard work usually brings a better life",Economy growth and creating jobs,Yes,A high level of economic growth,Maintaining order in the nation,Completely disagree,2,Completely agree,2,Very important,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Fairly good,Fairly bad,Very good,An essential characteristic of democracy,2,An essential characteristic of democracy,Not an essential characteristic of democracy,An essential characteristic of democracy,9,Absolutely important,5,Fairly much  respect,Quite proud
2018,Egypt,EG-GZ Giza,Urban,Male,35-44,Arabic,Married,Middle,Lower middle class,Very important,Very important,Not very important,Very important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Agree strongly,Disagree,Agree,Agree strongly,Agree strongly,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Trust completely,Trust completely,Do not trust at all,Trust somewhat,Do not trust at all,Not very much,Quite a lot,None at all,Quite a lot,None at all,None at all,None at all,A great deal,Not very much,Don't know,Not very much,Not very much,There should be greater incentives for individual effort,2,3,Competition is good,"In the long run, hard work usually brings a better life",Protecting environment,Yes,A high level of economic growth,Maintaining order in the nation,9,Completely agree,9,A lot worse off,Very important,5,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Never justifiable,Don't know,Fairly good,Very good,An essential characteristic of democracy,An essential characteristic of democracy,An essential characteristic of democracy,9,An essential characteristic of democracy,4,Absolutely important,Not at all democratic,No respect at all,Quite proud
2018,Egypt,EG-GZ Giza,Urban,Female,16-24,Arabic,Single,Middle,Working class,Very important,Very important,Rather important,Rather important,Very important,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Mentioned,Not mentioned,Agree strongly,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree strongly,Bad thing,Good thing,Don't mind,Trust completely,Do not trust very much,Trust somewhat,Do not trust at all,Do not trust very much,Don't know,Quite a lot,None at all,None at all,Don't know,Don't know,Not very much,Not very much,Don't know,Don't know,Don't know,A great deal,None at all,5,8,4,3,8,Protecting environment,Yes,Seeing that people have more say about how  are done at their jobs and in their communities,Maintaining order in the nation,9,9,3,8,Very important,Never justifiable,2,2,Never justifiable,3,8,Never justifiable,Never justifiable,Very bad,Fairly good,Very good,9,3,An essential characteristic of democracy,Not an essential characteristic of democracy,9,6,Absolutely important,8,Not much respect,Quite proud
