V262: Year survey,B_COUNTRY_ALPHA: Country code ISO 3166 alpha,N_REGION_ISO: Region (ISO),V240: Sex,V242: Age,V247: Language at home,V57: Marital status,V248R: Highest educational level: Respondent (recoded into 3 groups),V238: Social class (subjective),Counts
2011,-4,US-MO Missouri,Female,73,English,Married,Middle,Lower middle class,1
2011,-4,US-MO Missouri,Female,75,English,Widowed,Higher,Upper middle class,1
2011,-4,US-MO Missouri,Male,25,English,Single,Higher,Working class,1
2011,-4,US-MO Missouri,Male,35,English,Married,Middle,Working class,1
2011,-4,US-MO Missouri,Male,42,English,Married,Higher,Lower middle class,1
2011,-4,US-MO Missouri,Male,47,English,Living together as married,Middle,Working class,1
2011,-4,US-MO Missouri,Male,49,English,Married,Middle,Upper middle class,1
2011,-4,US-MO Missouri,Male,50,English,Married,Higher,Working class,1
2011,-4,US-MO Missouri,Male,51,English,Divorced,Middle,Upper middle class,1
2011,-4,US-MO Missouri,Male,52,English,Separated,Middle,Working class,1
2011,-4,US-MO Missouri,Male,54,English,Married,Higher,Upper middle class,1
2011,-4,US-MO Missouri,Male,54,English,Single,Middle,Lower class,1
2011,-4,US-MO Missouri,Male,56,English,Living together as married,Middle,Lower class,1
2011,-4,US-MO Missouri,Male,56,English,Married,Higher,Lower class,1
2011,-4,US-MO Missouri,Male,57,English,Married,Higher,Upper middle class,1
2011,-4,US-MO Missouri,Male,57,English,Married,Middle,Lower middle class,1
2011,-4,US-MO Missouri,Male,60,English,Married,Higher,Upper middle class,1
2011,-4,US-MO Missouri,Male,60,English,Married,Middle,Lower middle class,1
2011,-4,US-MO Missouri,Male,61,English,Married,Higher,Upper middle class,1
2011,-4,US-MO Missouri,Male,62,English,Single,Higher,Upper middle class,1
2011,-4,US-MO Missouri,Male,65,English,Married,Higher,Lower middle class,1
2011,-4,US-MO Missouri,Male,67,English,Married,Higher,Upper middle class,1
2011,-4,US-MO Missouri,Male,73,English,Divorced,Middle,Working class,1
2011,-4,US-MO Missouri,Male,75,English,Married,Middle,Working class,1
2011,-4,US-MO Missouri,Male,79,English,Widowed,Higher,Upper middle class,1
2011,-4,US-MS Mississippi,Female,23,English,Single,Higher,Upper middle class,1
2011,-4,US-MS Mississippi,Female,42,English,Married,Higher,Working class,1
2011,-4,US-MS Mississippi,Female,46,English,Married,Higher,Working class,1
2011,-4,US-MS Mississippi,Female,48,English,Single,Higher,Working class,1
2011,-4,US-MS Mississippi,Female,57,English,Divorced,Higher,Working class,1
2011,-4,US-MS Mississippi,Female,59,Other,Married,Higher,Upper middle class,1
2011,-4,US-MS Mississippi,Female,69,English,Widowed,Middle,Lower middle class,1
2011,-4,US-MS Mississippi,Female,73,English,Married,Middle,Upper middle class,1
2011,-4,US-MS Mississippi,Female,73,English,Married,Middle,Working class,1
2011,-4,US-MS Mississippi,Male,21,English,Single,Middle,Lower class,1
2011,-4,US-MS Mississippi,Male,34,English,Single,Middle,Working class,1
2011,-4,US-MS Mississippi,Male,37,Spanish; Castilian,Single,Middle,Upper middle class,1
2011,-4,US-MS Mississippi,Male,38,English,Married,Middle,Lower class,1
2011,-4,US-MS Mississippi,Male,50,English,Living together as married,Lower,Lower class,1
2011,-4,US-MS Mississippi,Male,52,English,Divorced,Higher,Lower middle class,1
2011,-4,US-MS Mississippi,Male,63,English,Divorced,Higher,Upper middle class,1
2011,-4,US-MS Mississippi,Male,68,English,Married,Higher,Lower middle class,1
2011,-4,US-MS Mississippi,Male,80,English,Married,Middle,Lower middle class,1
2011,-4,US-MS Mississippi,Male,87,English,Widowed,Higher,Upper middle class,1
2011,-4,US-MT Montana,Female,25,English,Married,Higher,Upper middle class,1
2011,-4,US-MT Montana,Female,31,English,Single,Higher,Upper middle class,1
2011,-4,US-MT Montana,Female,76,English,Married,Higher,Lower middle class,1
2011,-4,US-MT Montana,Male,39,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Female,18,English,Separated,Middle,Upper middle class,1
2011,-4,US-NC North Carolina,Female,18,English,Single,Middle,Working class,1
2011,-4,US-NC North Carolina,Female,24,English,Single,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Female,29,English,Married,Higher,Lower middle class,1
2011,-4,US-NC North Carolina,Female,29,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Female,29,English,Married,Middle,Lower middle class,1
2011,-4,US-NC North Carolina,Female,30,English,Married,Higher,Lower middle class,1
2011,-4,US-NC North Carolina,Female,31,English,Married,Higher,Lower middle class,1
2011,-4,US-NC North Carolina,Female,33,English,Single,Middle,Working class,1
2011,-4,US-NC North Carolina,Female,35,English,Married,Higher,Working class,1
2011,-4,US-NC North Carolina,Female,40,English,Married,Higher,Working class,1
2011,-4,US-NC North Carolina,Female,41,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Female,41,English,Married,Middle,Working class,1
2011,-4,US-NC North Carolina,Female,44,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Female,44,Spanish; Castilian,Living together as married,Middle,Lower middle class,1
2011,-4,US-NC North Carolina,Female,51,English,Married,Middle,Lower middle class,1
2011,-4,US-NC North Carolina,Female,51,English,Single,Higher,Lower middle class,1
2011,-4,US-NC North Carolina,Female,52,Spanish; Castilian,Married,Lower,Lower middle class,1
2011,-4,US-NC North Carolina,Female,53,English,Separated,Middle,Working class,1
2011,-4,US-NC North Carolina,Female,54,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Female,56,English,Married,Higher,Working class,1
2011,-4,US-NC North Carolina,Female,57,English,Married,Higher,Lower middle class,1
2011,-4,US-NC North Carolina,Female,58,English,Single,Higher,Lower class,1
2011,-4,US-NC North Carolina,Female,60,English,Divorced,Higher,Working class,1
2011,-4,US-NC North Carolina,Female,60,English,Married,Higher,Working class,1
2011,-4,US-NC North Carolina,Female,61,English,Married,Middle,Lower class,1
2011,-4,US-NC North Carolina,Female,62,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Female,64,English,Widowed,Middle,Working class,1
2011,-4,US-NC North Carolina,Female,67,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Female,69,English,Married,Middle,Lower middle class,1
2011,-4,US-NC North Carolina,Female,70,English,Married,Higher,Lower middle class,1
2011,-4,US-NC North Carolina,Female,74,English,Married,Higher,Working class,1
2011,-4,US-NC North Carolina,Male,20,English,Single,Middle,Lower middle class,1
2011,-4,US-NC North Carolina,Male,21,English,Divorced,Higher,Working class,1
2011,-4,US-NC North Carolina,Male,30,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Male,39,English,Living together as married,Middle,Working class,1
2011,-4,US-NC North Carolina,Male,39,English,Single,Higher,Working class,1
2011,-4,US-NC North Carolina,Male,42,English,Living together as married,Middle,Working class,1
2011,-4,US-NC North Carolina,Male,43,English,Living together as married,Middle,Lower class,1
2011,-4,US-NC North Carolina,Male,43,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Male,44,English,Married,Higher,Working class,1
2011,-4,US-NC North Carolina,Male,45,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Male,46,English,Divorced,Higher,Working class,1
2011,-4,US-NC North Carolina,Male,48,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Male,50,English,Living together as married,Middle,Working class,1
2011,-4,US-NC North Carolina,Male,52,English,Married,Middle,Working class,1
2011,-4,US-NC North Carolina,Male,53,English,Married,Middle,Lower middle class,1
2011,-4,US-NC North Carolina,Male,53,English,Single,Middle,Upper middle class,1
2011,-4,US-NC North Carolina,Male,54,English,Married,Higher,Working class,1
2011,-4,US-NC North Carolina,Male,54,Spanish; Castilian,Married,Higher,Working class,1
2011,-4,US-NC North Carolina,Male,55,English,Married,Middle,Lower middle class,1
2011,-4,US-NC North Carolina,Male,56,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Male,58,English,Married,Higher,Upper middle class,1
2011,-4,US-NC North Carolina,Male,59,English,Divorced,Higher,Lower middle class,1
2011,-4,US-NC North Carolina,Male,62,English,Married,Higher,Lower middle class,1
2011,-4,US-NC North Carolina,Male,64,English,Married,Higher,Lower middle class,2
2011,-4,US-NC North Carolina,Male,73,English,Married,Middle,Working class,1
2011,-4,US-NC North Carolina,Male,76,English,Married,Higher,Upper middle class,1
2011,-4,US-ND North Dakota,Male,20,English,Single,Higher,Upper middle class,1
2011,-4,US-ND North Dakota,Male,21,English,Single,Higher,Lower middle class,1
2011,-4,US-ND North Dakota,Male,42,English,Married,Higher,Lower middle class,1
2011,-4,US-ND North Dakota,Male,57,English,Married,Higher,Upper middle class,1
2011,-4,US-ND North Dakota,Male,63,English,Divorced,Middle,Working class,1
2011,-4,US-ND North Dakota,Male,78,English,Married,Middle,Working class,1
2011,-4,US-NE Nebraska,Female,26,English,Single,Higher,Working class,1
2011,-4,US-NE Nebraska,Female,37,Spanish; Castilian,Married,Lower,Lower middle class,1
2011,-4,US-NE Nebraska,Female,43,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-NE Nebraska,Female,55,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-NE Nebraska,Female,56,English,Married,Higher,Upper middle class,1
2011,-4,US-NE Nebraska,Female,57,English,Married,Higher,Lower middle class,1
2011,-4,US-NE Nebraska,Female,57,English,Married,Higher,Working class,1
2011,-4,US-NE Nebraska,Female,58,English,Married,Higher,Lower middle class,1
2011,-4,US-NE Nebraska,Female,58,English,Married,Higher,Upper middle class,1
2011,-4,US-NE Nebraska,Female,67,English,Married,Higher,Upper middle class,1
2011,-4,US-NE Nebraska,Male,19,English,Single,Middle,Working class,1
2011,-4,US-NE Nebraska,Male,32,English,Married,Middle,Lower class,1
2011,-4,US-NE Nebraska,Male,38,English,Married,Middle,Lower middle class,1
2011,-4,US-NE Nebraska,Male,54,English,Single,Higher,Working class,1
2011,-4,US-NE Nebraska,Male,58,English,Married,Higher,Upper middle class,1
2011,-4,US-NE Nebraska,Male,72,English,Married,Higher,Lower middle class,1
2011,-4,US-NE Nebraska,Male,73,English,Divorced,Higher,Upper middle class,1
2011,-4,US-NH New Hampshire,Female,55,English,Married,Middle,Upper middle class,1
2011,-4,US-NH New Hampshire,Female,70,English,Married,Higher,Upper middle class,1
2011,-4,US-NH New Hampshire,Female,78,English,Widowed,Middle,Upper middle class,1
2011,-4,US-NH New Hampshire,Male,25,English,Single,Middle,Lower class,1
2011,-4,US-NH New Hampshire,Male,31,English,Married,Higher,Lower middle class,1
2011,-4,US-NH New Hampshire,Male,36,English,Married,Higher,Lower class,1
2011,-4,US-NH New Hampshire,Male,75,English,Married,Middle,Working class,1
2011,-4,US-NJ New Jersey,Female,22,English,Single,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,24,English,Single,Middle,No answer,1
2011,-4,US-NJ New Jersey,Female,25,English,Single,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,27,Other,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,29,Spanish; Castilian,Living together as married,Middle,Working class,1
2011,-4,US-NJ New Jersey,Female,34,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Female,36,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Female,38,English,Married,Higher,Working class,1
2011,-4,US-NJ New Jersey,Female,39,English,Married,Middle,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,41,English,Single,Higher,Working class,1
2011,-4,US-NJ New Jersey,Female,44,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,46,English,Married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Female,47,English,Married,Higher,Lower middle class,2
2011,-4,US-NJ New Jersey,Female,49,English,Divorced,Middle,Working class,1
2011,-4,US-NJ New Jersey,Female,50,English,Married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Female,50,English,Married,Middle,Lower middle class,2
2011,-4,US-NJ New Jersey,Female,50,English,Married,Middle,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,54,English,Single,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,55,English,Divorced,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Female,56,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,57,English,Single,Higher,Working class,1
2011,-4,US-NJ New Jersey,Female,57,English,Widowed,Higher,No answer,1
2011,-4,US-NJ New Jersey,Female,59,English,Married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Female,59,Spanish; Castilian,Divorced,Higher,No answer,1
2011,-4,US-NJ New Jersey,Female,60,English,Married,Middle,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,61,English,Married,Higher,Working class,1
2011,-4,US-NJ New Jersey,Female,62,English,Single,Middle,Lower middle class,1
2011,-4,US-NJ New Jersey,Female,64,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,64,English,Married,Middle,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,64,Other,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,65,English,Single,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Female,67,English,Widowed,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,68,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,69,English,Married,Middle,Working class,1
2011,-4,US-NJ New Jersey,Female,71,English,Married,Middle,Upper middle class,2
2011,-4,US-NJ New Jersey,Female,74,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Female,79,English,Widowed,Middle,Lower class,1
2011,-4,US-NJ New Jersey,Female,83,English,Widowed,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Female,84,English,Married,Middle,Working class,1
2011,-4,US-NJ New Jersey,Male,19,English,Single,Middle,Working class,1
2011,-4,US-NJ New Jersey,Male,20,Spanish; Castilian,Single,Middle,Working class,1
2011,-4,US-NJ New Jersey,Male,27,English,Married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Male,32,English,Living together as married,Middle,Working class,1
2011,-4,US-NJ New Jersey,Male,33,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-NJ New Jersey,Male,34,English,Married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Male,37,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Male,37,English,Separated,Middle,Working class,1
2011,-4,US-NJ New Jersey,Male,37,Spanish; Castilian,Married,Lower,Upper middle class,1
2011,-4,US-NJ New Jersey,Male,39,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Male,40,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Male,41,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Male,43,English,Married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Male,44,English,Married,Higher,Working class,1
2011,-4,US-NJ New Jersey,Male,45,Spanish; Castilian,Living together as married,Lower,Working class,1
2011,-4,US-NJ New Jersey,Male,46,English,Living together as married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Male,46,English,Married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Male,49,English,Married,Middle,Lower middle class,1
2011,-4,US-NJ New Jersey,Male,50,English,Married,Higher,Upper class,1
2011,-4,US-NJ New Jersey,Male,52,English,Married,Middle,Lower class,1
2011,-4,US-NJ New Jersey,Male,54,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Male,54,Spanish; Castilian,Married,Lower,Lower middle class,1
2011,-4,US-NJ New Jersey,Male,58,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Male,61,English,Married,Higher,Working class,1
2011,-4,US-NJ New Jersey,Male,67,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Male,67,English,Married,Higher,Working class,1
2011,-4,US-NJ New Jersey,Male,68,English,Married,Higher,Lower middle class,1
2011,-4,US-NJ New Jersey,Male,73,English,Married,Higher,Upper middle class,1
2011,-4,US-NJ New Jersey,Male,73,English,Married,Middle,Upper middle class,1
2011,-4,US-NJ New Jersey,Male,75,English,Married,Higher,Upper middle class,1
2011,-4,US-NM New Mexico,Female,23,English,Living together as married,Higher,Working class,1
2011,-4,US-NM New Mexico,Female,29,Other,Married,Middle,Working class,1
2011,-4,US-NM New Mexico,Female,32,English,Widowed,Middle,Upper middle class,1
2011,-4,US-NM New Mexico,Female,38,Spanish; Castilian,Single,Lower,Lower class,1
2011,-4,US-NM New Mexico,Female,49,English,Married,Higher,Upper middle class,1
2011,-4,US-NM New Mexico,Female,65,English,Married,Middle,Working class,1
2011,-4,US-NM New Mexico,Female,70,English,Divorced,Higher,Lower middle class,1
2011,-4,US-NM New Mexico,Male,24,English,Living together as married,Middle,Lower class,1
2011,-4,US-NM New Mexico,Male,31,English,Single,Higher,Lower middle class,1
2011,-4,US-NM New Mexico,Male,56,English,Divorced,Higher,Upper middle class,1
2011,-4,US-NM New Mexico,Male,57,English,Married,Higher,Upper middle class,1
2011,-4,US-NM New Mexico,Male,61,Spanish; Castilian,Married,Higher,Working class,1
2011,-4,US-NM New Mexico,Male,67,English,Married,Higher,Lower middle class,1
2011,-4,US-NM New Mexico,Male,78,English,Married,Higher,Lower middle class,1
2011,-4,US-NV Nevada,Female,22,English,Single,Higher,Upper middle class,1
2011,-4,US-NV Nevada,Female,29,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-NV Nevada,Female,34,English,Married,Higher,Lower middle class,1
2011,-4,US-NV Nevada,Female,39,Spanish; Castilian,Separated,Lower,Lower middle class,1
2011,-4,US-NV Nevada,Female,41,English,Married,Higher,Upper middle class,1
2011,-4,US-NV Nevada,Female,44,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-NV Nevada,Female,46,English,Married,Higher,Working class,1
2011,-4,US-NV Nevada,Female,46,English,Married,Middle,Working class,1
2011,-4,US-NV Nevada,Female,48,English,Single,Higher,Working class,1
2011,-4,US-NV Nevada,Female,52,English,Married,Middle,Lower middle class,1
2011,-4,US-NV Nevada,Female,57,English,Married,Middle,No answer,1
2011,-4,US-NV Nevada,Female,61,English,Married,Middle,Lower middle class,1
2011,-4,US-NV Nevada,Female,62,English,Married,Higher,Working class,1
2011,-4,US-NV Nevada,Female,66,English,Widowed,Higher,Upper middle class,1
2011,-4,US-NV Nevada,Female,72,English,Married,Middle,Upper middle class,1
2011,-4,US-NV Nevada,Female,77,English,Married,Higher,Lower middle class,1
2011,-4,US-NV Nevada,Female,84,English,Widowed,Higher,Upper middle class,1
2011,-4,US-NV Nevada,Female,93,English,Widowed,Middle,Upper middle class,1
2011,-4,US-NV Nevada,Male,37,English,Married,Higher,Lower middle class,1
2011,-4,US-NV Nevada,Male,41,English,Married,Higher,Upper middle class,1
2011,-4,US-NV Nevada,Male,47,English,Married,Higher,Lower middle class,1
2011,-4,US-NV Nevada,Male,49,English,Married,Middle,Working class,1
2011,-4,US-NV Nevada,Male,53,English,Married,Middle,Lower middle class,1
2011,-4,US-NV Nevada,Male,56,English,Married,Middle,Working class,1
2011,-4,US-NV Nevada,Male,60,English,Married,Higher,Upper middle class,1
2011,-4,US-NV Nevada,Male,64,English,Living together as married,Middle,Upper middle class,1
2011,-4,US-NV Nevada,Male,64,English,Married,Middle,Lower middle class,1
2011,-4,US-NV Nevada,Male,67,English,Married,Higher,Working class,1
2011,-4,US-NV Nevada,Male,68,English,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,19,English,Single,Middle,Working class,1
2011,-4,US-NY New York,Female,23,English,Single,Middle,Lower middle class,1
2011,-4,US-NY New York,Female,24,English,Living together as married,Higher,Working class,1
2011,-4,US-NY New York,Female,24,English,Single,Middle,Working class,1
2011,-4,US-NY New York,Female,25,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,25,English,Single,Lower,Lower class,1
2011,-4,US-NY New York,Female,26,English,Single,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,26,English,Single,Middle,Lower middle class,1
2011,-4,US-NY New York,Female,27,English,Living together as married,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,28,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-NY New York,Female,28,English,Single,Higher,Working class,1
2011,-4,US-NY New York,Female,29,No answer,Married,Higher,No answer,1
2011,-4,US-NY New York,Female,31,English,Single,Higher,Working class,1
2011,-4,US-NY New York,Female,32,English,Single,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,36,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,37,English,Separated,Higher,Working class,1
2011,-4,US-NY New York,Female,38,English,Separated,Higher,Working class,1
2011,-4,US-NY New York,Female,38,Spanish; Castilian,Married,Middle,Working class,1
2011,-4,US-NY New York,Female,40,English,Single,Higher,Lower class,1
2011,-4,US-NY New York,Female,42,English,Married,Middle,Working class,1
2011,-4,US-NY New York,Female,43,Spanish; Castilian,Married,Higher,Working class,1
2011,-4,US-NY New York,Female,45,English,Divorced,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,47,English,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,47,English,Single,Higher,Working class,1
2011,-4,US-NY New York,Female,49,English,Married,Higher,Upper class,1
2011,-4,US-NY New York,Female,49,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,49,English,Single,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,49,Spanish; Castilian,Married,Higher,Working class,1
2011,-4,US-NY New York,Female,51,English,Living together as married,Higher,Lower class,1
2011,-4,US-NY New York,Female,51,English,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,51,English,Married,Higher,Working class,1
2011,-4,US-NY New York,Female,53,English,Married,Higher,Working class,1
2011,-4,US-NY New York,Female,53,English,Widowed,Middle,Lower middle class,1
2011,-4,US-NY New York,Female,54,English,Single,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,55,English,Separated,Middle,Working class,1
2011,-4,US-NY New York,Female,56,English,Living together as married,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,56,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Female,56,English,Married,Middle,Working class,1
2011,-4,US-NY New York,Female,57,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Female,58,English,Married,Middle,Upper middle class,1
2011,-4,US-NY New York,Female,59,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,60,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,61,English,Living together as married,Middle,Lower class,1
2011,-4,US-NY New York,Female,61,English,Widowed,Middle,Working class,1
2011,-4,US-NY New York,Female,62,English,Divorced,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,62,English,Divorced,Middle,Working class,1
2011,-4,US-NY New York,Female,62,English,Married,Middle,Working class,1
2011,-4,US-NY New York,Female,64,English,Divorced,Higher,Working class,1
2011,-4,US-NY New York,Female,64,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,64,English,Married,Middle,Upper middle class,1
2011,-4,US-NY New York,Female,65,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,66,English,Married,Higher,Working class,1
2011,-4,US-NY New York,Female,66,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Female,66,Spanish; Castilian,Married,Middle,Upper middle class,1
2011,-4,US-NY New York,Female,67,Spanish; Castilian,Married,Middle,Working class,1
2011,-4,US-NY New York,Female,68,English,Separated,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,68,Spanish; Castilian,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,69,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,71,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,71,English,Widowed,Lower,Lower middle class,1
2011,-4,US-NY New York,Female,74,English,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Female,77,English,Married,Middle,Upper middle class,1
2011,-4,US-NY New York,Female,78,English,Widowed,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,82,Other,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Female,83,English,Divorced,Higher,Working class,1
2011,-4,US-NY New York,Male,19,English,Single,Middle,Lower class,1
2011,-4,US-NY New York,Male,19,English,Single,Middle,Upper middle class,2
2011,-4,US-NY New York,Male,20,English,Single,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,20,English,Single,Middle,Working class,1
2011,-4,US-NY New York,Male,21,English,Single,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,21,English,Single,Middle,Upper middle class,1
2011,-4,US-NY New York,Male,28,English,Living together as married,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,28,English,Single,Higher,Lower middle class,1
2011,-4,US-NY New York,Male,29,English,Living together as married,Higher,Working class,1
2011,-4,US-NY New York,Male,29,English,Single,Middle,Lower class,1
2011,-4,US-NY New York,Male,32,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,33,English,Living together as married,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,34,English,Living together as married,Higher,Working class,1
2011,-4,US-NY New York,Male,34,English,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Male,40,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,40,English,Separated,Middle,Lower class,1
2011,-4,US-NY New York,Male,42,English,Married,Higher,No answer,1
2011,-4,US-NY New York,Male,42,English,Single,Middle,Working class,1
2011,-4,US-NY New York,Male,42,No answer,Married,Higher,No answer,1
2011,-4,US-NY New York,Male,44,English,Divorced,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,44,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,45,English,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Male,45,English,Married,Middle,Upper class,1
2011,-4,US-NY New York,Male,46,English,Living together as married,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,48,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,48,English,Married,Middle,Working class,1
2011,-4,US-NY New York,Male,49,English,Living together as married,Middle,Working class,1
2011,-4,US-NY New York,Male,49,English,Married,Higher,Working class,1
2011,-4,US-NY New York,Male,50,English,Living together as married,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,52,English,Single,Middle,Working class,1
2011,-4,US-NY New York,Male,53,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,55,English,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Male,55,English,Single,Higher,Lower class,1
2011,-4,US-NY New York,Male,56,Other,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Male,57,English,Married,Middle,Upper middle class,1
2011,-4,US-NY New York,Male,58,English,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Male,58,English,Married,Higher,Working class,1
2011,-4,US-NY New York,Male,59,English,Married,Middle,Working class,1
2011,-4,US-NY New York,Male,60,English,Married,Higher,Lower middle class,1
2011,-4,US-NY New York,Male,60,English,Married,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,61,English,Married,Higher,Upper middle class,2
2011,-4,US-NY New York,Male,61,English,Married,Middle,Working class,1
2011,-4,US-NY New York,Male,62,English,Married,Higher,Working class,1
2011,-4,US-NY New York,Male,63,English,Divorced,Middle,Working class,1
2011,-4,US-NY New York,Male,63,English,Married,Middle,Working class,1
2011,-4,US-NY New York,Male,65,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,66,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,67,English,Married,Middle,Lower middle class,1
2011,-4,US-NY New York,Male,67,English,Widowed,Higher,Lower middle class,1
2011,-4,US-NY New York,Male,67,English,Widowed,Higher,Upper middle class,1
2011,-4,US-NY New York,Male,68,English,Widowed,Middle,Lower middle class,1
